att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,class
v2,7949,1,,52,5507,0.864,4700,57,0.61, class2
v3,7797,0,28479,71,5358,0.69,3322,56,0.75, class1
v2,8019,0,26216,30,4051,0.667,6507,34,0.39, class2
v3,7808,2,29651,32,4830,0.647,6541,26,0.6, class2
v1,7937,0,29021,57,1228,0.913,7074,35,0.54, class1
v2,7899,0,26716,31,3268,0.911,6934,22,0.59, class2
v1,8163,0,29715,29,5104,0.875,6421,38,0.41, class1
v1,7949,2,28941,56,5306,0.662,6967,50,0.45, class1
v1,,0,28375,34,3112,0.756,5746,57,0.9, class1
v3,7951,0,27297,44,5120,0.85,6473,31,0.64, class1
v3,7840,2,27751,60,4692,0.887,5158,30,0.64, class2
v2,8027,2,26670,35,4927,0.896,5056,43,0.43, class1
v1,7824,2,28054,27,1784,0.606,4296,17,0.89, class1
v1,8182,1,17591,46,5108,0.861,4562,35,0.88, class2
v1,8183,2,29658,56,2151,0.594,4321,53,0.58, class1
v3,8182,1,24055,38,5606,0.486,4637,34,0.57, class2
v3,7794,2,28678,35,5353,0.905,4807,33,0.88, class1
v2,8067,2,,28,5472,0.436,7015,64,0.39, class1
v1,7849,0,29434,65,5548,0.392,5532,26,0.4, class1
v3,7661,2,20407,27,5328,0.911,4265,66,0.51, class1
v1,8047,1,26722,39,1174,0.887,6424,31,0.45, class2
v2,7922,0,29346,38,4960,0.411,6493,65,0.41, class2
v1,7895,0,19373,36,1239,0.483,4487,60,0.64, class2
v1,8070,0,25806,72,5606,0.477,6927,57,0.39, class1
v3,7519,0,29552,72,4982,0.452,5722,20,0.63, class1
v2,7583,1,28772,72,5152,0.881,5052,30,0.5, class1
v3,7811,2,29452,38,5054,0.433,3506,55,0.62, class2
v1,7665,1,21055,65,2909,0.842,4513,36,0.85, class1
v1,7686,2,28059,34,,0.666,4721,16,0.88, class2
v2,7948,0,26917,55,5683,0.476,6245,26,0.62, class2
v2,7742,2,28480,44,5474,0.519,6660,61,0.7, class1
v1,7762,2,27327,56,3233,0.64,6241,39,0.88, class1
v3,8188,0,25198,70,5697,0.747,3734,18,0.67, class1
v2,7745,1,29749,71,1671,0.911,5384,29,0.89, class2
v1,7948,0,29761,71,1311,0.901,3912,57,0.74, class2
v1,7817,2,28112,71,5669,0.898,5795,39,0.7, class2
v1,7512,2,29743,64,5591,0.683,5187,30,0.43, class1
v1,7895,0,26253,53,5007,0.658,4434,63,0.89, class1
v3,7755,1,29053,40,1196,0.688,7209,29,0.87, class1
v2,7572,0,18762,49,1248,0.484,3928,38,0.62, class2
v3,8043,2,26227,43,3442,0.846,3387,31,0.83, class1
v3,8172,1,27076,71,5112,0.657,5629,24,0.87, class2
v1,7950,2,23706,72,2405,0.66,6929,59,0.9, class1
v2,7948,2,23000,54,5706,0.694,5342,56,0.75, class1
v1,8192,0,28575,72,5483,0.871,5901,21,0.88, class2
v1,7747,0,29161,66,1372,0.872,6920,47,0.88, class2
v1,7771,0,29388,33,5513,0.678,5242,12,0.72, class1
v1,7933,1,27638,72,1538,0.91,5590,30,0.89, class1
v3,7949,1,28079,55,1338,0.644,5313,19,0.86, class1
v1,7824,0,26224,39,5461,0.905,5728,57,0.86, class1
v2,7773,0,19349,43,1456,0.84,7070,56,0.4, class1
v1,7671,0,,72,5582,0.831,5879,56,0.62, class1
v2,7675,1,29488,63,5075,0.873,7088,22,0.5, class1
v3,8178,1,27094,62,1216,0.686,7092,22,0.86, class1
v3,8129,2,23239,70,4641,0.396,5385,28,0.75, class2
v1,8156,1,29694,37,5687,0.585,4251,17,0.62, class1
v3,7772,2,29718,70,5047,0.65,7049,28,0.55, class2
v1,7948,1,29147,59,4982,0.836,5996,30,0.55, class1
v1,7571,0,29432,36,5104,0.84,5405,17,0.46, class1
v3,7816,0,29734,72,5570,0.698,5848,18,0.65, class2
v2,7972,2,23188,52,1551,0.887,7133,59,0.46, class2
v2,7951,0,28884,36,5175,0.554,6960,12,0.63, class2
v3,7846,0,28864,72,5073,0.891,4180,58,0.68, class1
v1,7966,1,22531,41,1440,0.885,4366,17,0.61, class2
v1,8067,0,28220,55,5665,0.659,7139,57,0.45, class1
v1,7556,0,17649,69,5529,0.876,6496,33,0.78, class1
v1,7947,0,25577,29,1933,0.474,3912,13,0.88, class1
v3,7513,1,28962,35,5123,0.892,5051,19,0.4, class1
v1,7645,0,25734,48,5605,0.631,6019,57,0.9, class1
v3,7550,0,17699,71,1536,0.639,3837,16,0.4, class1
v1,7948,1,29735,40,5538,0.414,3708,23,0.77, class1
v1,8146,0,28683,48,3997,0.643,6363,22,0.66, class1
v3,7735,0,20108,56,1441,0.639,4291,28,0.41, class1
v3,8164,2,25409,47,1186,0.838,6825,34,0.88, class1
v1,7951,0,21381,34,5318,0.661,6959,15,0.9, class1
v3,8049,0,23886,27,4927,0.649,6978,27,0.52, class1
v2,7839,0,29637,67,5635,0.745,5847,21,0.88, class2
v2,7754,2,29681,36,5313,0.888,5409,59,0.4, class1
v3,8181,0,17443,40,2939,0.681,3729,37,0.89, class2
v3,7597,2,28949,36,5588,0.88,3354,34,0.81, class1
v3,7513,0,26884,67,5249,0.433,4238,39,0.66, class1
v2,7907,0,25978,72,1343,0.424,4411,19,0.53, class1
v1,7543,0,27552,71,2334,0.908,6101,56,0.4, class2
v3,7774,2,29409,36,3051,0.657,6298,31,0.43, class2
v1,7519,1,29244,26,1295,0.642,4475,33,0.67, class1
v2,7907,0,,72,5504,0.648,6939,45,0.88, class1
v2,7654,2,26535,71,3254,0.396,3780,32,0.9, class1
v3,7848,0,25537,34,1297,0.725,5121,56,0.76, class1
v1,7809,1,23680,65,1295,0.564,5874,19,0.63, class2
v1,7522,1,27645,42,5508,0.743,3855,28,0.65, class1
v2,7996,2,29773,39,5408,0.664,4379,32,0.41, class1
v1,7777,1,28051,72,5636,0.867,6864,37,0.9, class1
v3,7990,2,25051,36,4975,0.909,6841,21,0.79, class2
v2,7859,0,29390,72,5461,0.66,3217,54,0.52, class1
v1,7947,2,29632,30,1317,0.765,5113,42,0.89, class2
v1,7510,2,25916,57,2697,0.687,7293,36,0.8, class1
v1,7850,2,29535,71,1345,0.852,6665,16,0.46, class1
v3,7995,2,25143,61,1556,0.648,3491,34,0.42, class1
v1,7748,0,22529,33,5557,0.427,3200,31,0.45, class1
v1,8149,1,27288,30,5072,0.736,3965,12,0.86, class2
v2,7909,0,28855,68,5619,0.609,3628,47,0.43, class1
v1,7804,1,19664,35,4491,0.666,6634,41,0.67, class1
v1,7809,0,29748,36,,0.534,6727,16,0.65, class2
v3,8049,1,29708,49,5244,0.641,3392,20,0.84, class1
v2,7949,1,22931,71,1597,0.453,6945,36,0.72, class2
v2,7963,2,17994,35,1305,0.905,5426,56,0.85, class1
v3,7786,2,29462,30,1497,0.842,3250,17,0.54, class1
v1,7740,2,17649,29,5530,0.753,5411,37,0.39, class1
v2,7866,2,29422,72,3148,0.842,6709,22,0.45, class2
v2,7809,1,18403,46,5370,0.568,6240,57,0.88, class2
v1,,0,18356,33,1910,0.483,3518,35,0.89, class2
v3,7603,1,23420,57,1530,0.873,6654,33,0.63, class1
v2,7596,0,27063,39,1287,0.695,5368,34,0.62, class1
v1,7561,0,25019,72,5123,0.7,3903,18,0.57, class2
v3,8117,1,,46,4965,0.644,3392,31,0.63, class1
v3,7587,0,27061,65,1924,0.425,4715,56,0.88, class2
v1,7949,2,29740,47,5456,0.556,3358,65,0.62, class2
v3,7777,2,28914,69,5352,0.672,6104,33,0.75, class1
v3,7815,0,28527,48,4862,0.887,6385,13,0.83, class2
v2,8181,1,21090,56,2829,0.914,7250,21,0.51, class1
v3,7629,0,28326,39,,0.848,4702,57,0.81, class1
v2,7665,1,17355,46,5185,0.883,3710,32,0.74, class1
v1,7624,1,29415,54,5568,0.414,5846,43,0.56, class1
v2,7888,1,28690,32,5634,0.459,7317,16,0.67, class2
v1,8033,0,28932,54,1678,0.826,4084,33,0.87, class1
v2,8055,1,26954,44,1422,0.67,6393,32,0.74, class1
v1,7764,0,22129,39,5483,0.492,5635,21,0.77, class2
v1,7728,2,26550,40,5412,0.849,5155,21,0.58, class2
v2,7885,2,24735,71,5423,0.858,5394,22,0.45, class1
v1,7776,2,29656,34,1378,0.889,6318,34,0.87, class1
v2,7881,0,18119,56,3371,0.464,4774,32,0.62, class2
v1,7542,0,22310,71,5666,0.758,4143,57,0.43, class2
v2,7942,1,29527,68,4611,0.651,3935,40,0.5, class1
v2,7721,2,29708,72,5693,0.697,6496,57,0.84, class1
v1,7607,0,28330,35,3855,0.871,3293,31,0.44, class2
v3,8144,1,28933,28,1729,0.86,6621,57,0.54, class1
v2,7951,0,29510,67,5463,0.601,5459,29,0.8, class1
v2,8143,1,29121,54,5511,0.553,6501,18,0.89, class1
v3,7948,1,29633,58,1533,0.691,4363,57,0.63, class1
v1,7719,0,29225,51,1424,0.909,5008,45,0.62, class1
v2,7837,1,20513,44,4982,0.852,6449,57,0.42, class2
v3,7823,2,28278,26,4702,0.694,6591,29,0.62, class2
v1,7766,0,20738,68,3768,0.912,5371,56,0.52, class1
v2,7768,1,29542,53,5046,0.891,6659,14,0.63, class1
v1,7744,2,28034,47,5622,0.444,5225,48,0.86, class2
v2,7873,1,,32,1484,0.407,6595,43,0.5, class2
v2,8114,2,28910,51,5383,0.8,5809,28,0.43, class1
v2,7717,1,17041,69,5307,0.646,3883,28,0.42, class1
v2,7813,2,26219,39,2471,0.643,6618,26,0.65, class1
v2,8020,0,29657,26,5230,0.773,5743,56,0.46, class1
v2,7754,2,28129,,5552,0.569,7033,57,0.46, class1
v2,8098,1,25593,43,5528,0.422,4768,38,0.4, class1
v2,7563,2,28943,35,5303,0.678,4138,29,0.88, class1
v2,7951,1,27578,39,1354,0.535,5101,34,0.5, class1
v2,7947,2,23461,35,4939,0.649,6675,38,0.41, class2
v2,7832,0,26782,34,1450,0.914,3436,20,0.39, class1
v1,8145,1,29088,34,1172,0.646,6908,37,0.4, class1
v3,7949,1,29614,29,5297,0.661,4149,39,0.47, class2
v2,7949,1,26508,27,3197,0.676,5248,30,0.53, class2
v3,8181,1,28630,71,5083,0.664,6745,16,0.9, class1
v3,8159,1,29683,44,1662,0.644,7132,66,0.74, class1
v3,7508,1,24533,65,1456,0.669,6823,40,0.65, class2
v3,7707,0,29628,43,5260,0.628,6653,30,0.51, class1
v3,8162,0,27716,46,5633,0.643,4974,33,0.43, class1
v3,7693,1,18181,50,1494,0.435,3743,15,0.42, class1
v2,8089,1,29747,71,1177,0.909,6324,37,0.52, class1
,7747,1,25093,69,5243,0.688,5773,26,0.79, class1
v3,7898,0,26314,71,5505,0.653,4299,21,0.44, class1
v1,7859,0,19234,50,3847,0.854,5400,25,0.62, class2
v1,7684,1,29484,53,5289,0.698,5881,22,0.63, class1
v1,7948,1,19919,30,4948,0.891,5974,62,0.46, class1
v2,7951,1,18514,64,5654,0.831,7221,32,0.64, class1
v1,7768,0,29369,35,3437,0.681,6445,17,0.83, class2
v1,7914,1,19479,52,5714,0.859,6259,56,0.43, class1
v2,7761,0,22959,36,5622,0.873,6357,57,0.62, class1
v2,7950,1,22920,72,4620,0.497,6934,24,0.62, class2
v2,7616,0,28931,40,3001,0.664,4746,58,0.5, class1
v1,7947,1,28569,28,1514,0.909,5123,13,0.9, class2
v2,8181,2,28365,28,5135,0.914,3386,64,0.54, class2
v3,7755,1,24124,70,1335,0.645,6910,30,0.88, class1
v3,7988,2,27231,51,4974,0.643,4887,39,0.49, class2
v2,7761,1,,71,5699,0.601,3281,32,0.39, class1
v2,7767,1,28693,46,5531,0.908,4588,64,0.62, class2
v3,7707,1,29522,29,1640,0.67,4002,57,0.88, class1
v3,8169,0,28565,36,1379,0.659,6284,23,0.9, class1
v3,8132,1,29569,26,3123,0.701,5843,37,0.4, class2
v3,7756,2,17178,36,5515,0.671,,18,0.64, class2
v1,7915,1,20630,70,5603,0.905,6348,26,0.67, class1
v3,7849,1,25893,55,1386,0.893,4397,13,0.63, class1
v3,7545,1,29502,72,1523,0.811,7313,12,0.78, class1
v3,7947,1,29515,67,2699,0.656,3455,13,0.47, class2
v1,7951,2,25781,38,4547,0.454,4924,56,0.4, class2
v2,8146,2,19125,35,5677,0.845,6767,47,0.43, class1
v2,8140,1,26311,38,5219,0.904,6463,57,0.4, class1
v1,7559,0,25635,33,5307,0.885,6458,64,0.45, class1
v3,8150,0,29748,34,5243,0.905,3475,38,0.77, class2
v2,7512,0,29440,72,5054,0.652,3996,52,0.44, class2
v2,8162,0,19303,37,5472,0.905,6798,24,0.88, class2
v3,,1,22703,34,5552,0.423,7325,57,0.66, class2
v2,7857,2,25405,43,1505,0.91,4035,35,0.4, class2
v3,7769,0,27749,34,5476,0.66,4099,37,0.6, class2
v2,7949,1,29514,56,5548,0.912,7057,31,0.88, class1
v3,7802,1,26934,34,5584,0.527,4344,32,0.66, class2
v2,8178,2,29416,33,3980,0.549,7100,57,0.86, class2
v3,7690,1,26034,72,1437,0.653,7312,65,0.88, class1
v1,7758,1,26919,29,1386,0.642,5507,32,0.4, class1
v3,7749,2,,37,4814,0.67,5541,29,0.66, class1
v3,7818,2,29622,71,5642,0.908,7204,57,0.49, class2
v1,7680,2,29373,72,5009,0.651,5537,57,0.89, class1
v2,7603,2,29408,51,1345,0.752,5263,27,0.53, class2
v1,7884,1,29683,57,4966,0.52,3234,43,0.6, class1
v1,7951,0,29473,48,1752,0.688,3160,34,0.9, class2
v1,8134,0,26480,35,5524,0.645,5873,23,0.45, class1
v2,8085,1,27196,43,1346,0.717,6734,66,0.39, class2
v1,7950,1,20788,39,5144,0.655,7030,43,0.54, class1
v1,7646,0,29584,65,1210,0.696,6088,33,0.65, class1
v3,7820,1,27916,34,3047,0.858,4037,26,0.69, class1
v1,7947,1,25078,30,2563,0.91,5110,51,0.48, class1
v2,8147,2,28854,43,3399,0.869,3652,51,0.89, class1
v2,7757,2,23349,30,2712,0.412,5096,35,0.43, class1
v1,7587,2,17156,27,5613,0.853,6198,26,0.89, class2
v3,8055,0,25704,31,5570,0.656,4676,31,0.9, class1
v3,7772,0,24825,32,1284,0.482,4049,15,0.88, class1
v2,7927,0,28840,30,5198,0.651,5119,37,0.88, class1
v1,7947,0,28948,58,5524,0.894,4684,39,0.89, class2
v1,7615,2,29389,54,5002,0.435,7349,13,0.39, class1
v1,7811,2,25341,62,1311,0.905,6730,27,0.49, class2
v1,7683,2,29423,43,1417,0.69,7260,44,0.53, class1
v1,8165,0,28817,48,5135,0.439,4019,21,0.49, class2
v2,7522,1,21121,46,1565,0.663,3403,57,0.43, class2
v2,7755,1,27088,38,5698,0.694,7012,66,0.89, class2
v2,7688,1,29673,33,5705,0.904,6626,30,0.45, class2
v1,7948,2,28827,31,5044,0.84,6403,24,0.89, class2
v2,7965,0,25329,56,1378,0.73,5314,62,0.83, class2
v2,7937,1,29488,27,2261,0.847,6090,38,0.6, class1
v3,8047,0,29750,71,5696,0.409,3726,21,0.89, class2
v2,7759,0,27555,72,5126,0.479,5054,53,0.62, class1
v2,7949,0,26252,45,1264,0.908,3193,52,0.89, class1
v3,7900,0,25573,54,1319,0.65,3439,28,0.88, class1
v2,7947,0,19305,64,2454,0.875,4333,36,0.67, class1
v1,7740,2,25898,44,1447,0.887,5700,29,0.42, class1
v1,7607,0,29625,68,1343,0.84,3283,65,0.53, class1
v1,8146,0,17379,71,5209,0.667,6732,34,0.57, class2
v2,7843,0,29685,39,5028,0.862,6778,28,0.76, class1
v3,7881,1,29531,42,3482,0.656,5147,14,0.49, class2
v2,7741,1,29636,33,5547,0.863,6057,63,0.65, class2
v3,7936,0,28904,34,5515,0.854,3853,17,0.46, class2
v1,7624,0,29202,72,5157,0.658,4308,56,0.89, class2
v1,7974,1,29430,62,5079,0.851,6241,26,0.43, class1
v2,7526,1,21169,72,,0.522,5602,42,0.46, class2
v2,7843,0,17514,47,5630,0.638,3616,64,0.88, class2
v2,7790,1,20358,35,1500,0.54,6796,30,0.44, class1
v3,7919,2,28699,33,2176,0.816,5471,17,0.53, class2
v1,8149,2,19642,72,4889,0.534,5434,36,0.73, class1
v2,7741,1,26589,48,5386,0.907,6675,57,0.55, class2
v1,7764,0,29517,55,5253,0.824,5902,51,0.61, class1
v3,7744,0,,36,5043,0.694,6836,12,0.66, class1
v1,7950,2,29641,49,5286,0.872,4716,56,0.4, class2
v1,7774,1,28743,71,1335,0.638,5556,29,0.64, class2
v2,7642,1,25261,30,3413,0.884,7208,33,0.69, class1
v3,7948,0,29519,34,5442,0.639,6413,47,0.51, class1
v1,8037,0,29674,55,3140,0.65,6460,30,0.67, class2
v2,7529,1,23273,54,2905,0.696,5073,25,0.49, class1
v3,7748,0,20514,67,5492,0.681,4841,14,0.48, class2
v1,8077,1,29584,72,1205,0.911,5472,34,0.56, class1
v2,7665,2,28759,39,5361,0.842,4159,62,0.66, class1
v2,7641,0,18166,58,5508,0.639,6296,21,0.64, class2
v2,7902,2,29692,27,5540,0.91,6414,64,0.75, class1
v2,8158,2,25695,35,5045,0.669,4318,55,0.73, class1
v2,7605,2,17154,35,5576,0.641,6180,31,0.45, class1
v1,7948,2,29434,48,1224,0.647,4227,26,0.89, class2
v2,7763,1,27571,43,5353,0.587,6962,19,0.39, class1
v3,7995,2,29637,35,5716,0.9,6685,32,0.43, class1
v1,8150,2,29758,35,5187,0.652,4013,26,0.62, class2
v2,7561,1,25482,67,5047,0.646,7281,56,0.71, class1
v1,7560,1,29545,50,4931,0.866,7258,38,0.77, class1
v3,7821,2,28279,26,4541,0.771,4499,37,0.44, class1
v1,8161,0,19113,28,5081,0.881,5902,15,0.7, class2
v3,7841,1,19880,54,3150,0.675,3269,33,0.66, class1
v2,7771,0,28522,38,2705,0.851,3880,32,0.75, class2
v2,7576,0,29405,40,1249,0.646,6769,54,0.89, class2
v1,7838,2,29577,62,5243,0.525,6513,33,0.65, class2
v3,7801,2,25799,54,1262,0.664,4488,19,0.44, class1
v3,8063,2,28182,53,5577,0.888,4165,57,0.51, class2
v3,7699,1,20603,31,5559,0.894,5565,26,0.72, class1
v2,7814,2,25890,51,5497,0.564,6783,34,0.42, class2
v1,7707,1,28461,58,5665,0.615,3567,34,0.78, class2
v2,7949,0,29099,50,1546,0.665,3432,31,0.67, class2
v3,7703,0,20401,54,2532,0.87,7238,56,0.82, class2
v3,8020,1,18281,56,5664,0.908,5725,34,0.58, class1
v2,7562,1,26629,44,4969,0.641,6083,29,0.5, class2
v3,8079,2,26390,71,5551,0.672,4885,28,0.82, class2
v3,7663,1,28253,65,1321,0.897,4369,22,0.72, class1
v2,7835,2,29595,72,5596,0.597,4678,62,0.48, class1
v3,7746,0,24441,50,5692,0.844,3950,19,0.88, class2
v2,7816,1,18371,34,5325,0.652,6922,62,0.45, class1
v1,7726,0,20576,72,4111,0.572,6539,34,0.47, class1
v2,8139,2,18377,34,5275,0.853,7101,34,0.89, class1
v1,8101,2,28091,34,5131,0.902,7292,25,0.9, class2
v3,7759,1,,54,5665,0.542,5506,57,0.43, class2
v1,8149,1,21570,53,1461,0.664,6785,59,0.68, class1
v2,7841,1,26884,45,1388,0.864,5270,39,0.79, class1
v1,7580,1,28621,51,1290,0.88,4041,33,0.9, class1
v3,7951,1,25235,34,5471,0.644,5337,26,0.9, class2
v3,7805,1,23336,48,1279,0.914,6043,30,0.53, class2
v1,7852,2,22900,71,5684,0.621,7305,39,0.9, class1
v2,8147,1,29605,53,1962,0.874,3957,21,0.79, class1
v2,7520,2,29410,53,2662,0.786,6020,61,0.74, class1
v2,7785,0,16983,36,5459,0.911,6252,35,0.71, class1
v2,7628,0,18778,40,5464,0.907,4044,59,0.67, class2
v3,7863,2,23172,62,2649,0.839,6612,12,0.73, class1
v2,8025,2,29675,43,5516,0.881,6198,27,0.44, class1
v2,7636,1,29381,56,4651,0.862,6923,36,0.9, class2
v3,7750,1,24272,35,1177,0.913,6815,57,0.53, class2
v2,7550,1,27036,60,5592,0.858,7017,47,0.49, class1
v2,8150,0,29706,35,1211,0.778,6910,15,0.42, class1
v2,8127,1,27251,33,5301,0.889,5654,40,0.39, class1
v1,7874,1,28365,56,2195,0.652,5606,30,0.57, class1
v3,7519,2,29364,34,5456,0.656,5703,26,0.66, class2
v1,8127,2,28386,67,1209,0.866,4637,48,0.67, class1
v1,,0,28036,72,4996,0.867,6451,53,0.59, class2
v3,7849,2,25358,35,5445,0.694,6869,31,0.86, class1
v3,7937,0,28467,65,5701,0.656,7330,18,0.59, class2
v2,7514,2,27386,60,5486,0.686,6824,25,0.63, class1
v1,8181,0,27907,62,1186,0.893,6849,56,0.66, class2
v3,7857,0,17987,61,5512,0.435,6540,57,0.44, class1
v3,7858,2,28019,72,5612,0.881,6659,33,0.57, class1
v1,7960,0,29610,44,1270,0.544,6304,28,0.84, class1
v3,8149,0,25979,32,4676,0.645,7259,32,0.41, class1
v2,7739,0,22874,36,5611,0.792,4840,27,0.39, class1
v1,8134,2,29454,45,5533,0.693,3149,38,0.78, class1
v3,7581,2,25419,70,5566,0.764,5071,13,0.44, class1
v2,8171,2,22044,69,1386,0.889,5576,35,0.66, class2
v3,7752,2,16995,48,5421,0.581,5346,61,0.9, class1
v1,7778,2,27665,52,5076,0.671,4921,34,0.64, class1
v2,7689,1,23710,72,1392,0.905,5125,26,0.84, class1
v2,7800,1,25419,28,1537,0.659,5006,31,0.41, class1
v3,8083,1,25914,30,1453,0.849,5181,14,0.57, class1
v2,8145,1,28221,48,4360,0.905,7101,16,0.42, class1
v1,8163,1,29416,51,1188,0.514,3306,41,0.41, class2
v3,7800,2,22471,34,5269,0.669,5039,31,0.46, class1
v1,7948,1,29451,41,1282,0.403,5703,31,0.63, class1
,7876,0,29393,36,1544,0.898,6051,23,0.84, class2
v1,7948,0,29168,36,3458,0.644,4814,32,0.53, class1
v3,7950,2,29748,34,2897,0.862,5514,50,0.64, class1
v3,7863,1,25424,38,5067,0.661,3571,38,0.66, class1
v2,7773,1,29679,37,3676,0.4,4263,17,0.69, class2
v3,8181,0,,43,5018,0.854,4352,56,0.57, class1
v1,8192,0,17640,48,5563,0.419,7310,31,0.71, class1
v2,7737,1,19499,58,1187,0.399,3266,61,0.53, class2
v1,7926,0,29600,71,5044,0.824,5079,34,0.41, class1
v2,7948,1,28273,71,1500,0.65,5891,37,0.66, class1
v3,8182,1,29695,28,,0.909,4723,56,0.88, class1
v3,8097,1,26868,29,5370,0.912,5785,40,0.89, class1
v1,7618,1,29537,52,5231,0.851,7224,65,0.89, class1
v2,7951,0,23250,37,4456,0.871,5627,35,0.66, class1
v3,7737,1,29368,38,5142,0.659,7096,32,0.71, class2
v3,7629,0,24240,39,3707,0.895,3995,63,0.53, class2
v3,8083,0,29525,35,5587,0.867,6699,61,0.62, class2
v3,7775,1,29580,40,4931,0.692,4606,53,0.5, class1
v3,8157,0,28824,72,5671,0.447,7069,54,0.51, class1
v2,7921,1,29589,56,1384,0.61,5392,57,0.43, class1
v1,7714,2,27036,72,5624,0.887,3501,40,0.47, class1
v2,7525,2,29401,50,5315,0.812,6337,43,0.63, class1
v3,8004,0,29761,30,5139,0.47,4874,32,0.65, class2
v1,7985,2,29394,36,5116,0.86,6577,57,0.9, class1
v3,7947,1,19911,47,3150,0.903,6718,33,0.51, class1
v3,7656,2,28675,52,4133,0.406,3830,21,0.44, class2
v2,7991,2,24815,59,1547,0.868,5909,62,0.41, class2
v1,7677,1,29448,71,5417,0.558,3619,17,0.74, class1
v3,8073,0,18572,71,2320,0.431,7210,57,0.54, class1
v2,7651,2,25119,38,1544,0.657,,12,0.58, class1
v3,7899,0,25216,68,5539,0.644,3830,27,0.76, class2
v1,7838,0,27811,68,2059,0.518,6447,29,0.6, class1
v2,8185,2,28344,29,5070,0.665,5901,35,0.39, class1
v2,8148,1,28092,30,5697,0.689,3385,26,0.45, class2
v1,7612,2,28931,33,5589,0.669,3216,21,0.45, class1
v1,7806,2,27060,38,5048,0.91,4296,32,0.65, class1
v2,7880,1,25864,48,1183,0.506,6434,37,0.49, class2
v2,7782,0,17056,39,5592,0.862,6413,34,0.63, class1
v3,8101,2,25037,57,5291,0.641,3347,12,0.8, class2
v2,7638,2,28102,53,5473,0.909,3403,33,0.59, class1
v2,7947,1,,50,5481,0.52,7126,64,0.63, class1
v2,7721,2,29134,66,3134,0.407,4325,52,0.42, class2
v3,7611,2,28820,29,5712,0.555,7042,26,0.52, class1
v3,8192,0,26007,66,1396,0.659,6157,14,0.47, class2
v1,8031,0,29734,40,3913,0.671,4791,25,0.44, class1
v3,7764,0,18475,35,5475,0.866,3772,12,0.65, class2
v3,7602,1,28892,64,5099,0.652,6728,45,0.49, class1
v3,8150,2,29693,35,3804,0.69,5844,47,0.46, class2
v1,7968,0,25549,30,4950,0.655,4382,24,0.46, class1
v3,8191,0,29402,35,1503,0.838,4103,19,0.66, class1
v1,7927,1,22288,36,2915,0.438,5721,48,0.89, class2
v3,8035,1,28166,43,1318,0.646,4192,65,0.52, class1
v3,7950,1,18961,30,5486,0.867,3638,45,0.56, class2
v1,7559,1,29726,41,4851,0.911,4333,57,0.63, class2
v2,7813,2,28174,33,5081,0.866,5306,64,0.66, class2
v3,7947,2,28438,34,5034,0.701,6326,57,0.4, class2
v1,7947,2,18509,56,5494,0.86,6988,56,0.69, class1
v2,7568,0,29561,41,3849,0.654,5016,23,0.85, class1
v1,8035,1,29117,33,1279,0.886,5211,31,0.76, class1
v1,8192,2,29500,31,5649,0.421,6626,32,0.89, class1
v1,7703,2,17774,46,5576,0.807,5047,36,0.9, class2
v3,8058,2,23453,41,5459,0.663,6155,26,0.39, class2
v3,7755,0,21389,39,5667,0.643,4274,59,0.62, class2
v2,7731,2,28732,45,1237,0.525,5733,15,0.76, class2
v2,8051,2,27798,33,5643,0.76,4956,57,0.64, class1
v3,8181,0,26163,71,4963,0.899,5602,32,0.9, class2
v1,7774,1,25460,32,5516,0.875,3248,40,0.85, class1
v2,8064,0,29454,40,5331,0.663,4392,27,0.59, class2
v2,7843,1,29439,50,,0.442,5249,28,0.45, class1
v1,7945,1,20680,34,5257,0.839,5690,58,0.52, class1
v2,7950,1,22399,66,1316,0.903,7032,16,0.66, class2
v1,8182,0,29661,72,5697,0.653,6012,16,0.62, class1
v2,7881,1,29708,71,3855,0.396,4297,22,0.9, class1
v2,8054,2,29427,72,5485,0.869,5832,16,0.59, class2
v1,7781,1,18799,45,1258,0.838,6482,12,0.7, class2
v1,7762,0,26980,27,3107,0.909,5582,36,0.51, class2
v3,7891,0,29452,29,5291,0.772,7268,57,0.9, class1
v1,7977,0,25049,48,5536,0.878,5967,25,0.79, class2
v2,7665,0,29462,33,5435,0.639,6624,25,0.82, class1
v3,7564,1,25233,62,3946,0.877,7221,31,0.9, class1
v1,7774,2,25720,69,5171,0.892,4182,59,0.74, class2
v1,8089,0,28805,37,5639,0.56,5652,58,0.4, class2
v2,7608,2,28210,45,1487,0.448,6406,66,0.39, class1
v3,7545,0,28801,41,5179,0.647,5967,20,0.62, class1
v2,7538,0,,36,1729,0.53,7128,31,0.43, class1
v1,8069,0,29706,68,5507,0.655,6043,54,0.43, class1
v3,7590,0,29676,51,1437,0.898,3806,56,0.79, class2
v2,7749,1,28936,34,5445,0.847,5092,33,0.9, class2
v1,7949,1,28916,30,5482,0.874,6030,21,0.73, class1
v2,7799,2,29759,65,5045,0.558,3833,17,0.56, class1
v1,7938,1,28563,72,5437,0.908,3850,20,0.65, class1
v1,8179,0,25670,40,4583,0.673,7211,38,0.85, class2
v1,7778,1,28398,64,4830,0.652,6106,32,0.74, class1
v1,8152,0,25681,45,5616,0.488,4371,38,0.45, class1
v1,7761,2,21630,27,3018,0.897,3661,35,0.61, class1
